2084068, Dang Dinh Trang, 09535629127, Xã Hòa Tiến; Huyện Hòa Vang; Thành phố Đà Nẵng,  Đồng hồ điện tử nam nữ AOSUN Q121 mẫu mới tuyệt đẹp, 28000, 9, 252000
605390310, Hoang Huu Trang, 09885963310, Xã Vân Âm; Huyện Ngọc Lặc; Tỉnh Thanh Hóa,  [Mã ELCLDEC giảm 5% đơn 500K] USB DCOM 3G HUAWEI E3531 - HỖ TRỢ ĐỔI IP SIÊU TỐT, 490000, 9, 4410000
17420684, Dang Dai Doan, 09081822334, Xã Hoà Bình; Huyện Tam Nông; Tỉnh Đồng Tháp,  Chuột Fuhlen L102, 40000, 2, 80000
731659996, Vuong Van Nhat, 09726426134, Xã An Lĩnh; Huyện Tuy An; Tỉnh Phú Yên,  Chuột Fuhlen L102 có tem chống giả, 98900, 7, 692300
518190050, Duong Thi Dung, 09718019101, Xã Long Định; Huyện Cần Đước; Tỉnh Long An,  [Mã ELCLXU8 hoàn 8% xu đơn 500K] Chuột Gaming DAREU EM908 (LED RGB, 275000, 6, 1650000
1173981765, Dang Dinh Trang, 09789306583, Xã Xuân Lộc; Huyện Thường Xuân; Tỉnh Thanh Hóa,  Lót chuột - Bàn di chuột Size Lớn 80x30 , 60000, 8, 480000
31775719, AnhThu Dong, 09130927310, Xã Thừa Đức; Huyện Bình Đại; Tỉnh Bến Tre,  Ram Laptop DDR3L (PC3L) 8GB, 609000, 4, 2436000
1478564777, Le Cam Thuong, 09194721515, Thị trấn Phố Châu; Huyện Hương Sơn; Tỉnh Hà Tĩnh,  [Mã ELCLDEC giảm 5% đơn 500K] Bàn phím cơ Royal Kludge RK-918 Led RGBBlueswitch., 748000, 7, 5236000
1704927602, AnhThi Lan, 09425166488, Xã Thanh Bình; Huyện Trảng Bom; Tỉnh Đồng Nai,  Quạt Fan Tản nhiệt 12V 8x8Cm-12x12Cm, 12000, 9, 108000
843904893, Mac Cam Hien, 09972365402, Xã Minh Lập; Huyện Chơn Thành; Tỉnh Bình Phước,  Máy tính Đồng Bộ Dell Optiplex 790 / 990 Core i7. core I5 .core I3 , 4400, 6, 26400
1527531863, Kha Cam Nong, 09081345718, Xã Nam Điền; Huyện Nghĩa Hưng; Tỉnh Nam Định,  [Mã ELDEC10K giảm 10K đơn 20K] Ram PC Kingmax DDR3 - 4GB 8GB Bus 1333/ 1600 (Bảo hành 36 tháng) Không kén main, 619000, 5, 3095000
61021556, Duong Cam Loan, 09843162085, Xã Đông Tiến; Huyện Đông Sơn; Tỉnh Thanh Hóa,  [Mã ELDEC10K giảm 10K đơn 20K] [TẶNG LÓT CHUỘT] Chuột máy tính có dây Logitech M100r tương thích mọi thiết bị máy tính, 55000, 6, 330000
1239592073, Ngo Dinh Loan, 09782602417, Xã Hải Quang; Huyện Hải Hậu; Tỉnh Nam Định,  Dây vga 1.5m CHỐNG NHIỄU dây đen, 12000, 1, 12000
1085111364, Bui Dai Tho, 09922482015, Xã Tiền Phong; Huyện Thường Tín; Thành phố Hà Nội,  Bảng mạch bảo vệ sạc Pin Lithium 3S 20A Li-ion 18650 PCB BMS 12.6V 64x20x3.4mm, 15000, 6, 90000
1035564424, AnhChau Tuyet, 09147334372, Xã Thịnh Vượng; Huyện Nguyên Bình; Tỉnh Cao Bằng,  Tai nghe chụp tai E-DRA 410 PRO - Đèn led RGB siêu sáng - Dùng được cho điện thoại - Bảo hành 24 tháng - Lỗi 1 đổi 1, 275000, 5, 1375000
1523798880, Phan Van Doan, 09997648884, Xã Quyết Tiến; Huyện Quản Bạ; Tỉnh Hà Giang,  [Hàng Chuẩn] Dây nguồn Laptop 1.5m chịu tải cực tốt, 8000, 8, 64000
1745285685, An Thu Nong, 09805448933, Xã Thiệu Phúc; Huyện Thiệu Hóa; Tỉnh Thanh Hóa,  [HÀNG LOẠI 1] Dây loa 1-2 dài 1.5m một dây, 5900, 4, 23600
537373422, An Thu Lan, 09142121119, Xã Trà Trung; Huyện Tây Trà; Tỉnh Quảng Ngãi,  Bộ Mở Rộng Sóng Wifi Totolink EX200 Chuẩn N Tốc Độ 300Mbps - Hãng phân phối chính thức, 178000, 7, 1246000
1466367919, Trinh Van Nhat, 09580981155, Thị trấn Yên Thế; Huyện Lục Yên; Tỉnh Yên Bái,  Miếng dán bàn phím với 8 ngôn ngữ tùy chọn, 9000, 5, 45000
723281661, Mac Dinh Nghi, 09021834466, Xã Hùng An; Huyện Bắc Quang; Tỉnh Hà Giang,  Kích sóng Wifi Xiaomi Repeater PRO băng thông 300 Mbps, 239000, 9, 2151000
1437434407, Ngo Hoang Dung, 09964959761, Xã Minh Cường; Huyện Thường Tín; Thành phố Hà Nội,  Miếng lót chuột hoạt hình siêu dễ thương full 27 mẫu bàn di chuột cực hot 2019 bộ sưu tập 1, 25000, 5, 125000
1916533346, Ngo Dinh Trang, 09409309520, Xã Thành Sơn; Huyện Bá Thước; Tỉnh Thanh Hóa,  Ram Laptop 4Gb PC3 (DDR3) bus 1600 tháo máy chính hãng, 269000, 9, 2421000
1068724869, Le Van Hue, 09256385924, Xã Hiền Kiệt; Huyện Quan Hóa; Tỉnh Thanh Hóa,  Box HDD 2.5" USB 3.0 Orico 2599/2577, 115000, 7, 805000
505649775, Trinh Duc Loan, 09492728711, Xã Vinh Giang; Huyện Phú Lộc; Tỉnh Thừa Thiên Huế,  Nút click chuột Omron Razer, 22900, 9, 206100
862977246, AnhHuu Loc, 09380974538, Xã Thiệu Giao; Huyện Thiệu Hóa; Tỉnh Thanh Hóa,  Miếng lót chuột Logilily L11 / R7 / R8 - Loại Mousepad Speed (Đen), 19000, 3, 57000
2101505331, Ly Huu Hue, 09560715954, Xã An Ngãi; Huyện Long Điền; Tỉnh Bà Rịa - Vũng Tàu,  Dây nguồn máy tính 1, 7000, 3, 21000
336555908, Bui Huu Dong, 09709644664, Phường Lộc Hạ; Thành phố Nam Định; Tỉnh Nam Định,  ✅ Chuột Gaming ✅ Chuột chuyên game đẹp có đèn led 7 màu cao cấp - trẻ trung - phù hợp với tất cả các dòng laptop, 49000, 3, 147000
23219558, Chu Dai Tam, 09268235035, Xã Đức Giang; Huyện Vũ Quang; Tỉnh Hà Tĩnh,  [HÀNG CHUẨN GIÁ SIÊU HÓT] Dây nguồn 1.5m dùng cho máy tính, 7500, 4, 30000
1556571199, Duong Thi Loc, 09495755871, Phường Sông Bằng; Thành phố Cao Bằng; Tỉnh Cao Bằng,  [Mã ELCLDEC giảm 7% đơn 500K] Ram Laptop 4Gb PC3L (DDR3L) bus 1600 tháo máy chính hãng, 279000, 4, 1116000
646353839, Kha Dinh Cong, 09752847441, Xã Thiệu Quang; Huyện Thiệu Hóa; Tỉnh Thanh Hóa,  Bộ Hub 4 cổng USB Hoco HB1 Chính Hãng - Bảo hành 12 tháng, 71000, 9, 639000
1296685547, Duong Xuan Nghi, 09575192069, Phường Tân Long; Thành phố Mỹ Tho; Tỉnh Tiền Giang,  [Mã ELDEC10K giảm 10K đơn 20K] Đế tản nhiệt LAPTOP N99-ĐẾ NÂNG 17 IN ., 110000, 7, 770000
729938673, AnhHanh Linh, 09538755206, Xã Ngư Thủy Bắc; Huyện Lệ Thủy; Tỉnh Quảng Bình,  Bulong lục giác M5 10 con, 25000, 7, 175000
1652685447, Mac Dinh Loc, 09801178921, Xã Canh Liên; Huyện Vân Canh; Tỉnh Bình Định,  [Mã ELCLXU8 hoàn 8% xu đơn 500K] Bộ Phát Wifi Chuẩn N Tốc Độ 300Mbps TotoLink N200RE-V3, 170000, 6, 1020000
1130817431, Pham Duc Thuong, 09105751526, Thị trấn Thạnh Hóa; Huyện Thạnh Hóa; Tỉnh Long An,  [Mã ELDEC10K giảm 10K đơn 20K] USB 4GB/8GB/16GB/32GB SIÊU NHỎ TOSHIBA -USB Ô TÔ(CHỐNG NƯỚC)(bh 12 Tháng), 78000, 3, 234000
418286867, Duong Duc Linh, 09131533650, Xã Phúc Khánh; Huyện Yên Lập; Tỉnh Phú Thọ,  Bộ Lưu Điện UPS APC 500VA 300W Không Bình AcQui, 499000, 7, 3493000
1433397038, Ho Cam Loan, 09612293452, Xã Đông Vinh; Huyện Đông Hưng; Tỉnh Thái Bình,  [Mã ELWDSD giảm 8% tối đa 200K] USB 3.0 SanDisk CZ73 32GB Ultra Flair upto 150MB/s, 135000, 9, 1215000
632465620, Ho Dinh Doan, 09430123658, Xã Bình Triều; Huyện Thăng Bình; Tỉnh Quảng Nam,  cáp chia nguồn sata 1 ra 2 đầu vuông góc 90 độ, 18000, 9, 162000
1953106337, An Hoang Loc, 09436298637, Xã Quảng Hải; Thị xã Ba Đồn; Tỉnh Quảng Bình,  Chuột Game Có Dây FREE WOLF V5 LED 7 màu cực đẹp chuyên gaming, 104000, 1, 104000
1570661564, Nguyen Van Tam, 09924397521, Xã Kim Loan; Huyện Hạ Lang; Tỉnh Cao Bằng,  Bàn Phím Máy Tính Gaming SSR Siêu Chất LED 7 Màu, 139000, 8, 1112000
1239917224, Chu Thu Linh, 09056772054, Xã Văn Thành; Huyện Yên Thành; Tỉnh Nghệ An,  keo tản nhiệt cực tốt cho cpu-xilanh nhỏ, 3000, 1, 3000
107473280, Kha Huu Hien, 09525184429, Phường Phong Hải; Thị xã Quảng Yên; Tỉnh Quảng Ninh,  LED ĐỒNG BỘ AURA, 2500, 5, 12500
269669833, Kha Duc Tho, 09055766445, Xã Kỳ Thượng; Huyện Kỳ Anh; Tỉnh Hà Tĩnh,  Ống cứng Acrylic Bykski full size cho hệ thống tản nhiệt nước custom - Hyno Store, 50000, 3, 150000
1150388061, Duong Duc Tam, 09296541013, Xã Song Bình; Huyện Chợ Gạo; Tỉnh Tiền Giang,  [Mã ELDEC10K giảm 10K đơn 20K] Bàn phím game giả cơ R8 1822 có đèn led 7 màu, 115000, 8, 920000
776867286, Vuong Dai Thuong, 09742413182, Xã Thạnh Lộc; Huyện Giồng Riềng; Tỉnh Kiên Giang,  Chuột không dây Forter V181 tặng kèm pin tcbest, 39000, 7, 273000
107902042, Ho Thi Dong, 09229031997, Xã Thiệu Chính; Huyện Thiệu Hóa; Tỉnh Thanh Hóa,  [Mã ELDEC10K giảm 10K đơn 20K] Gateron switch cho bàn phím cơ, 5200, 6, 31200
1033421826, Dang Huu Hue, 09655583917, Xã Giàng Chu Phìn; Huyện Mèo Vạc; Tỉnh Hà Giang,  USB nhãn hiệu HP dung lượng từ 16GB-1TB kèm đầu chuyển đổi cổng Android, 115000, 2, 230000
2020376293, Chu Dinh Nghi, 09877481871, Xã Tuấn Hưng; Huyện Kim Thành; Tỉnh Hải Dương,  Giấy in nhiệt các loại màu cho máy in Paperang P1 | Paperang P2, 17000, 1, 17000
452930087, Vuong Van Lan, 09704680255, Xã Ninh Xuân; Huyện Hoa Lư; Tỉnh Ninh Bình,  Chuột không dây Fulhen A09 Hãng phân phối chính thức, 128000, 2, 256000
1713927241, Bach Duc Si, 09789507294, Xã Mường Hoong; Huyện Đắk Glei; Tỉnh Kon Tum,  [Mã ELDEC10K giảm 10K đơn 20K] Chuột Máy Tính Có Dây Logitech B100 Đen (Chuột Logitech Laptop Để Bàn Chuột Chính Hãng), 60000, 2, 120000
1776982276, Bui Duc Lan, 09362891838, Xã Thái Hòa; Huyện Lập Thạch; Tỉnh Vĩnh Phúc,  [Mã ELCLXU8 hoàn 8% xu đơn 500K] Bộ phát wifi Tplink 841N (chính hãng), 276000, 8, 2208000
686033903, An Dinh Duyen, 09044802899, Xã Tân Lập; Huyện Đan Phượng; Thành phố Hà Nội,  Xiaomi N 300Mbps Bộ Phát Wifi R4CM - Mi Router 4C - Quốc Tế Tiếng Anh 4 Anten rời - Hàng Chính Hãng--BH 2 năm 1 đổi 1, 227000, 8, 1816000
332106978, Dang Chau Nghi, 09362706526, Xã Mỹ Hòa; Huyện Tháp Mười; Tỉnh Đồng Tháp,  Khay Caddy Bay dày 12.7mm va mong 9.5 CHẤT LIỆU FULL NHÔM, 30000, 4, 120000
411980693, Kha Van Hue, 09352714472, Xã Trì Quang; Huyện Bảo Thắng; Tỉnh Lào Cai,  [Mã ELLOGI12 giảm 8% đơn 300K] Chuột game thủ Logitech G300S - 9 nút bấm có thể lập trình, 269000, 4, 1076000
672229323, Dang Van Hien, 09914339159, Xã Đại Mạch; Huyện Đông Anh; Thành phố Hà Nội,  [NHẬP ELLOGI15 GIẢM 15K ĐƠN TỪ 150K] Chuột không dây LOGITECH M185, 209000, 1, 209000
246764794, Kha Van Phuc, 09911686134, Xã Hoàng Văn Thụ; Huyện Chương Mỹ; Thành phố Hà Nội,  Băng nhãn tze-12mm cho máy in Brother p-touch, 40423, 4, 161692
584970401, Mac Chau Thuong, 09243412787, Xã Lại Thượng; Huyện Thạch Thất; Thành phố Hà Nội,  [Mã ELDEC10K giảm 10K đơn 20K] Bàn phím cơ chuyên game Blue Switch Bosston MK912A - thay đổi 9 chế độ đèn Led (Đen), 715000, 7, 5005000
417393641, Le Van Phuong, 09215716076, Xã Nam Hưng; Huyện Tiền Hải; Tỉnh Thái Bình,  Hub USB ORICO 4 Cổng FL01-BK-BP - FL01-WH-BP - Bộ Chia USB ORICO 4 Port, 88000, 7, 616000
1453333185, Diep Hoang Phuong, 09695739092, Xã Sập Vạt; Huyện Yên Châu; Tỉnh Sơn La,  Túi đựng chống sốc và chống nước cho Huawei Notebook, 106000, 4, 424000
691839317, Mac Dinh Nhi, 09904786935, Xã Hồng Thái; Huyện Việt Yên; Tỉnh Bắc Giang,  1 vỉ 5 viên Pin cmos CR2032, 7500, 2, 15000
1266935961, Trinh Thi Tuyet, 09851907054, Phường Nam Bình; Thành phố Ninh Bình; Tỉnh Ninh Bình,  Bộ phát Router Wifi Newifi 3 D2 AC1200 - Rom PADAVAN OPENWRT Tiếng Anh, 598000, 3, 1794000
1092336522, Vuong Huu Hong, 09834975115, Xã Quốc Tuấn; Huyện Kiến Xương; Tỉnh Thái Bình,  Băng keo dán nhãn nhiều lớp 9mm cho máy in Brother TZe-221, 42750, 9, 384750
62227051, An Chau Nghi, 09486296708, Xã Khánh Hội; Huyện U Minh; Tỉnh Cà Mau,  Đầu chuyển đổi USB OTG sang USB Type-C cho Samsung Huawei Android, 10000, 9, 90000
25510068, Pham Duc Nong, 09342293634, Xã Làng Mô; Huyện Sìn Hồ; Tỉnh Lai Châu,  [Mã ELCLDEC giảm 5% đơn 500K] Máy ép Plastic YT 320 (A3-Rullo lớn), 680000, 5, 3400000
1398467123, Duong Xuan Phuong, 09547111904, Xã Cam Thủy; Huyện Lệ Thủy; Tỉnh Quảng Bình,  [Mã ELCLXU8 hoàn 8% xu đơn 500K] Tai nghe chụp đầu có míc WangMing WM8900 (Nhiều màu), 169000, 8, 1352000
1975903493, Vuong Cam Nghi, 09437593945, Xã Tân Nhựt; Huyện Bình Chánh; Thành phố Hồ Chí Minh,  Đế hỗ trợ tản nhiệt bằng nhựa chuyên dụng cho Laptop, 15500, 7, 108500
322889643, Pham Xuan Hung, 09836692526, Xã Giao Hà; Huyện Giao Thủy; Tỉnh Nam Định,  [CHỐNG NƯỚC] Lót chuột, 116400, 9, 1047600
115053932, Hoang Duc Hien, 09248393265, Xã Pô Kô; Huyện Đắk Tô; Tỉnh Kon Tum,  Miếng Dán Bàn Phím Tiếng Hàn/ Tiếng Nhật/ Tiếng Pháp/Tiếng Thái/ Tiếng Trung Quốc/ Tiếng Nga, 19000, 5, 95000
976152824, An Huu Si, 09566097555, Xã Phìn Hồ; Huyện Sìn Hồ; Tỉnh Lai Châu,  [Mã ELDEC10K giảm 10K đơn 20K] Ổ cứng HDD Seagate 500GB (Tháo máy đồng bộ - mới trên 90%) - Bảo hành 12 tháng 1 đổi 1, 370000, 6, 2220000
1572933535, Pham Huu Nong, 09503155850, Xã Phước Đức; Huyện Phước Sơn; Tỉnh Quảng Nam,  [Mã ELDEC10K giảm 10K đơn 20K] Mực đổ Brother 2321d, 11000, 7, 77000
770228175, Pham Xuan Cong, 09680517109, Xã Quảng Phú; Thành phố Thanh Hóa; Tỉnh Thanh Hóa,  Dây cáp SATA 3 22 pin chuyển đổi USB 3.0 sang SSD HDD SATA 2.5 inch, 66000, 7, 462000
193513109, Chu Hanh Nhat, 09183245572, Xã Trấn Ninh; Huyện Văn Quan; Tỉnh Lạng Sơn,  USB Kingston 8gb DT101( Hàng đủ dung lượng ), 48000, 2, 96000
1084581405, An Chau Nhi, 09416176148, Xã Thạch Môn; Thành phố Hà Tĩnh; Tỉnh Hà Tĩnh,  Bàn Di chuột Logitech 20 x 24 x 0, 7000, 7, 49000
718478099, Hoa Hanh Dung, 09766996512, Phường An Bình; Thành phố Rạch Giá; Tỉnh Kiên Giang,  Quạt hút gió tản nhiệt laptop Coolcold ICE TROLL, 139000, 8, 1112000
160862812, Duong Cam Cong, 09753469556, Xã A Nông; Huyện Tây Giang; Tỉnh Quảng Nam,  [Mã ELCLDEC giảm 5% đơn 500K] Máy In Phun Màu Canon Ip 2770 Có Sẵn Bộ Tiếp Mực Ngoài, 1100, 9, 9900
2086853358, An Duc Lan, 09663559140, Xã Mỹ Hoà Hưng; Thành phố Long Xuyên; Tỉnh An Giang,  [Mã ELDEC10K giảm 10K đơn 20K] Cuộn in tem cốc, 29000, 7, 203000
1041465102, Tran Dai Hien, 09212731277, Phường Tân Phú; Thành phố Đồng Xoài; Tỉnh Bình Phước,  USB Wifi Bộ thu wifi LB-LINK BL-WN151 tốc độ 150Mb giá rẻ Thiết Bị Thu, 59000, 8, 472000
1912246264, Pham Xuan Loc, 09444720075, Phường Bình Hưng Hòa; Quận Bình Tân; Thành phố Hồ Chí Minh,  [Mã ELCLDEC giảm 5% đơn 500K] Ổ cứng SSD Kingston A400 240Gb 2.5" SATA 3.0 6Gb/giây (SA400S37/240G) - Hàng chính hãng, 709000, 1, 709000
2030181693, Bach Thi Dong, 09934177561, Xã An Khánh; Huyện Châu Thành; Tỉnh Bến Tre,  [giá rẻ] Pin laptop cũ hỏng các loại cho ae lấy cell [giá rẻ], 28710, 7, 200970
2043530715, Duong Chau Dong, 09081577115, Xã Nhân Huệ; Thành phố Chí Linh; Tỉnh Hải Dương,  Hộp mực 12A...Canon 2900(303) nhâp khâu 100% giá sỉ( xuất VAT), 100000, 3, 300000
914760534, Nguyen Hanh Hien, 09192302973, Xã Kim Bình; Thành phố Phủ Lý; Tỉnh Hà Nam,  Cáp Mạng Ethernet CAT7 Vention 10Gbps Đầu Nối RJ45 STP Cho Đầu Thu TV/Máy Tính, 321500, 6, 1929000
544866065, Le Huu Loan, 09585746883, Xã Căn Co; Huyện Sìn Hồ; Tỉnh Lai Châu,  Laptop Apple Macbook Air 13 inch 2020 Core i3 Gen10 8GB 256GB SSD - Nhập khẩu chính hãng, 23790, 5, 118950
693683647, Ly Hoang Loc, 09200034957, Phường 10; Quận 10; Thành phố Hồ Chí Minh,  Đầu đọc thẻ nhớ mini nhiều mầu, 6000, 1, 6000
52335566, Do Thu Doan, 09153200050, Xã Bình An; Huyện Bắc Bình; Tỉnh Bình Thuận,  Dây cáp máy in cổng USB 1.5M, 10000, 6, 60000
1283046139, Trinh Duc Duyen, 09732416448, Xã Châu Thuận; Huyện Quỳ Châu; Tỉnh Nghệ An,  Đầu Cos XH2.54, 4000, 7, 28000
1273158646, Vuong Cam Hien, 09512495147, Xã Bình Hòa; Huyện Krông A Na; Tỉnh Đắk Lắk,  Chuột quang chơi game không dây 2.4G điều chỉnh được, 47000, 3, 141000
450304614, Trinh Hanh Hien, 09764521065, Xã Đại Hùng; Huyện Ứng Hòa; Thành phố Hà Nội,  [Mã ELDEC10K giảm 10K đơn 20K] Keo tản nhiệt Arctic MX4 4g/ Cooler Master / PC Cooler A1 Platinum 2g Overclocking, 110000, 1, 110000
537275470, Pham Xuan Nghi, 09113161407, Xã Hưng Long; Huyện Bình Chánh; Thành phố Hồ Chí Minh,  Tai nghe Gaming ZADEZ GT-326P | Hàng chính hãng, 700000, 3, 2100000
1967572302, Diep Thi Hien, 09739736573, Xã Phú Phong; Huyện Châu Thành; Tỉnh Tiền Giang,  Chuột Không Dây Logitech B175 - Hàng Chính Hãng, 151000, 9, 1359000
2034483208, Hoa Huu Loc, 09769922275, Xã Phú Tân; Huyện Phú Tân; Tỉnh Cà Mau,  Ổ cứng SSD 2.5 inch SATA Colorful SL500 256GB, 728000, 8, 5824000
1324649322, Kha Thu Tho, 09507582476, Xã Phước Hưng; Huyện Tuy Phước; Tỉnh Bình Định,  Miếng silicon bọc bảo vệ bàn phím laptop chống bụi chống nước, 11500, 2, 23000
418186405, Vu Xuan Hue, 09382158062, Xã Thái Thịnh; Huyện Thái Thụy; Tỉnh Thái Bình,  USB KINGSTON SE9 16Gb Vỏ Thép đủ dung lượng ( NTFS/ FAT32/ exFAT ), 53900, 5, 269500
1892415851, Diep Thi Hong, 09000305572, Xã Hoằng Đồng; Huyện Hoằng Hóa; Tỉnh Thanh Hóa,  [Mã ELCLDEC giảm 7% đơn 500K] SAPPHIRE RX 580 8Gb 4Gb Vga Card Màn hình, 3300, 5, 16500
1600395687, Vuong Thu Duyen, 09820594535, Xã Nghĩa Thịnh; Huyện Nghĩa Đàn; Tỉnh Nghệ An,  Dây chuyển đổi cổng sạc USB 3.0 Type C sang HDMI USB-C 4K 3 trong 1 đa năng, 118991, 1, 118991
617632734, Kha Thu Duyen, 09652852077, Xã Bạch Thượng; Huyện Duy Tiên; Tỉnh Hà Nam,  Bộ Phát Wifi Xiaomi Router Gen 4C | ROUTER XIAOMI MIWIFI 4C, 219900, 2, 439800
1764894387, Diep Dai Hue, 09804674879, Xã An Tiến; Huyện An Lão; Thành phố Hải Phòng,  Đầu hub chia 3 cổng USB 2.0 có cổng đọc thẻ nhớ cho máy tính, 58000, 9, 522000
1535829945, Phan Hoang Hue, 09188196616, Xã Đa Phước; Huyện Bình Chánh; Thành phố Hồ Chí Minh,  Hộp Đựng Ổ Cứng SATA USB 3.0 HDD BOX 2.5 inch chất liệu nhôm-Đen, 85000, 3, 255000
2087932322, Hoang Thi Loan, 09517036374, Xã Ngọc Sơn; Huyện Ngọc Lặc; Tỉnh Thanh Hóa,  Fan Case 12cm Coolmoon 10-33 Led - Màu Tùy Chọn, 36000, 2, 72000
1995743874, Phan Xuan Duyen, 09243994775, Xã Quyết Thắng; Thành phố Thái Nguyên; Tỉnh Thái Nguyên,  Bàn phím giả cơ chuyên game cao cấp G700 SUPER PRO NEW 2019 CHUYÊN GAME CAO CẤP -DC2222, 133900, 9, 1205100
920207825, AnhCam Trang, 09960796898, Xã Tân Phúc; Huyện Hàm Tân; Tỉnh Bình Thuận,  [CHÍNH HÃNG] Chuột máy tính Lenovo Model M20, 32800, 3, 98400
1903172728, Do Huu Hong, 09153456105, Xã Quảng Ngãi; Huyện Cát Tiên; Tỉnh Lâm Đồng,  [Mã ELDEC10K giảm 10K đơn 20K] Bộ vệ sinh máy tính 4 món, 25000, 6, 150000
2002601078, Trinh Dai Loan, 09606814906, Xã Lưu Hoàng; Huyện Ứng Hòa; Thành phố Hà Nội,  Dây nguồn pc máy tính 2 chấu, 12000, 7, 84000
205118515, Ly Dai Dung, 09441758025, Xã Long Bình; Thị xã Long Mỹ; Tỉnh Hậu Giang,  [Mã ELCLDEC giảm 7% đơn 500K] Cây PC Mini Q3 RAM 4GB SSD 120GB Siêu nhỏ Lướt web , 1698, 6, 10188
715628170, Kha Hoang Linh, 09331267447, Xã Tân Bình; Huyện Mỏ Cày Bắc; Tỉnh Bến Tre,  Cáp SATA Asus zin theo main - Dây SATA máy tính, 10000, 5, 50000
1654229990, Trinh Duc Nghi, 09756433860, Xã Ia Me; Huyện Chư Prông; Tỉnh Gia Lai,  [Mã ELCLDEC5 giảm 5% đơn 500K] Phần Mềm Diệt Virus Kaspersky Anti Virus cho 1-3PC/1Year, 279000, 5, 1395000
1320147868, Ho Thi Nhat, 09092737149, Xã Xuân Lộc; Huyện Triệu Sơn; Tỉnh Thanh Hóa,  Giá đỡ Laptop MacBook Ipad bằng nhôm có thể điều chỉnh độ cao, 144000, 9, 1296000
2071660319, An Cam Linh, 09005982668, Xã Ngọc Xá; Huyện Quế Võ; Tỉnh Bắc Ninh,  Pin Cmos cho laptop máy tính để bàn PC – Pin CR2032 CR2025 chinh hãng TMMQ, 1999, 1, 1999
1242612622, Dang Van Nhat, 09934236155, Xã Yên Hợp; Huyện Văn Yên; Tỉnh Yên Bái,  Pin lishen xanh 18650LA mới xả 20A dung lượng 2000mAh, 22000, 6, 132000
311870879, Dang Thi Dung, 09685247496, Phường Trường Xuân; Thành phố Tam Kỳ; Tỉnh Quảng Nam,  Combo 4 Bộ Lau Màn Hình Điện Thoại, 1000, 4, 4000
1753764673, Phan Xuan Hung, 09162942204, Xã Đức Hòa; Huyện Mộ Đức; Tỉnh Quảng Ngãi,  Tấm lót chuột 25x20cm Silk-Gliding R-7 di chuột rất đã (Hình ngẫu nhiên), 11000, 5, 55000
1309804036, Hoa Cam Nhi, 09338254206, Phường An Lạc; Thành phố Chí Linh; Tỉnh Hải Dương,  Bộ Kích Sóng Wifi Mercury Repeater MW310RE 3 Anten Cực Mạnh, 185000, 6, 1110000
21567655, Mac Xuan Phuc, 09670181710, Xã Tây Hồ; Huyện Thọ Xuân; Tỉnh Thanh Hóa,  [CUỘN 250 TEM] Tem nhiệt, 39000, 3, 117000
1710324889, AnhDinh Nghi, 09103057331, Xã Gia Bình; Huyện Trảng Bàng; Tỉnh Tây Ninh,  Máy chiếu Android mini Wejoy Y7 tích hợp Bluetooth - Wifi - Loa stereo – Smart tivi 120 inch di động, 2890, 8, 23120
1361794328, Mac Xuan Phuc, 09619185888, Xã Xuân Lễ; Huyện Lộc Bình; Tỉnh Lạng Sơn,  [Mã ELWDSD giảm 8% tối đa 200K] USB OTG 3.1 Gen 1 SanDisk Ultra 64GB Dual Drive USB Type-C upto 150MB/s, 279000, 7, 1953000
1944044617, Phan Thi Phuc, 09917590520, Xã Bình Sơn; Huyện Hòn Đất; Tỉnh Kiên Giang,  Bộ Nút Chống Bụi Silicon Cho Laptop (13 Nút), 7000, 1, 7000
1741672461, Tran Huu Nhat, 09357538448, Xã Pờ Ê; Huyện Kon Plông; Tỉnh Kon Tum,  Kít NodeMcu v3 Lua WIFI Internet ESP8266 ch340, 45454, 2, 90908
2086943417, Chu Thu Dung, 09150364023, Xã Vĩnh Thuận Tây; Huyện Vị Thuỷ; Tỉnh Hậu Giang,  Switch bàn phím cơ Cherry Switch Blue Brown Red, 12000, 2, 24000
407603068, Kha Huu Tho, 09097732217, Xã Thiện Mỹ; Huyện Châu Thành; Tỉnh Sóc Trăng,  [Mã ELDEC10K giảm 10K đơn 20K] Nút Switch Chuột Omron 50M (50 triệu lần nhấn), 25000, 5, 125000
111929946, Mac Duc Lan, 09284805411, Xã Tiên Hải; Thành phố Hà Tiên; Tỉnh Kiên Giang,  Bộ chia mạng 8 cổng Totolink S808 Digiworld/Elite/Anh Ngọc, 118000, 2, 236000
10927650, Kha Hoang Duyen, 09064506603, Xã Yên Khương; Huyện Lang Chánh; Tỉnh Thanh Hóa,  Cáp HDMI 2.0 hỗ trợ 3D, 229500, 2, 459000
1124903555, Bach Cam Hue, 09568786176, Xã Giao Hương; Huyện Giao Thủy; Tỉnh Nam Định,  Cáp HDMI To VGA - Hàng chính hãng VEGGIEG - Hỗ trợ Full HD 1080P, 55000, 8, 440000
1955504344, Do Cam Tam, 09545241821, Xã Khánh Lộc; Huyện Can Lộc; Tỉnh Hà Tĩnh,  [Mã ELDEC10K giảm 10K đơn 20K] Miếng dán tản nhiệt Arctic Thermal Pad cắt nhỏ, 12000, 4, 48000
